t Density Sender Receiver Contagion Reciprocity ContagionReciprocity EgoInTwoStar EgoOutTwoStar MixedTwoStar TransitiveTriangleT1 oOc.sport oOc.alcohol MixedTwoStarSource MixedTwoStarSink TransitiveTriangleT3 TransitiveTriangleD1 TransitiveTriangleU1 CyclicTriangleC1 CyclicTriangleC3 AlterInTwoStar2 AlterOutTwoStar2 GWSender.0.6931471805599453 GWReceiver.0.6931471805599453 acceptance_rate
819000 13.0 35.0 30.0 16.0 20.0 4.0 43.0 37.0 67.0 19.0 23.0 46.0 82.0 59.0 7.0 28.0 17.0 13.0 1.0 14.0 20.0 2.59375 4.25390625 0.341
820000 15.0 31.0 31.0 17.0 21.0 6.0 43.0 21.0 50.0 17.0 26.0 56.0 64.0 67.0 3.0 20.0 17.0 11.0 0.0 11.0 18.0 4.125 5.56640625 0.32
821000 21.0 54.0 52.0 31.0 34.0 8.0 72.0 58.0 118.0 36.0 36.0 71.0 114.0 96.0 10.0 41.0 34.0 22.0 1.0 25.0 39.0 4.8125 6.22265625 0.346
822000 24.0 64.0 56.0 40.0 38.0 12.0 77.0 72.0 137.0 41.0 40.0 77.0 140.0 117.0 21.0 51.0 39.0 30.0 5.0 34.0 64.0 5.625 8.12890625 0.369
823000 22.0 61.0 56.0 45.0 36.0 13.0 75.0 66.0 129.0 42.0 37.0 68.0 133.0 111.0 29.0 48.0 36.0 24.0 5.0 38.0 56.0 4.0625 6.03515625 0.358
824000 22.0 53.0 49.0 40.0 33.0 13.0 65.0 55.0 105.0 35.0 36.0 78.0 115.0 100.0 24.0 42.0 33.0 22.0 4.0 29.0 49.0 5.875 7.59765625 0.338
825000 15.0 39.0 39.0 19.0 24.0 5.0 58.0 35.0 82.0 26.0 25.0 52.0 81.0 83.0 4.0 30.0 30.0 16.0 0.0 15.0 25.0 2.8125 4.22265625 0.323
826000 11.0 27.0 28.0 11.0 19.0 4.0 41.0 23.0 57.0 16.0 18.0 36.0 55.0 62.0 6.0 16.0 20.0 13.0 2.0 9.0 15.0 2.3125 2.87890625 0.334
827000 12.0 34.0 34.0 16.0 19.0 2.0 56.0 37.0 80.0 25.0 19.0 45.0 72.0 65.0 6.0 29.0 27.0 15.0 0.0 12.0 17.0 2.09375 3.22265625 0.331
828000 13.0 33.0 27.0 15.0 19.0 5.0 39.0 30.0 57.0 16.0 25.0 45.0 80.0 59.0 12.0 26.0 16.0 13.0 3.0 12.0 26.0 2.6875 4.87890625 0.309
829000 15.0 33.0 33.0 18.0 21.0 5.0 51.0 28.0 68.0 21.0 25.0 54.0 66.0 59.0 8.0 22.0 23.0 12.0 1.0 12.0 19.0 4.3125 5.78515625 0.318
830000 17.0 46.0 42.0 24.0 30.0 7.0 58.0 50.0 93.0 34.0 28.0 60.0 92.0 70.0 12.0 41.0 31.0 23.0 2.0 16.0 26.0 3.375 4.91015625 0.318
831000 14.0 36.0 29.0 16.0 18.0 4.0 42.0 43.0 73.0 16.0 24.0 47.0 81.0 48.0 5.0 29.0 16.0 11.0 1.0 12.0 15.0 3.75 5.50390625 0.353
832000 15.0 36.0 35.0 24.0 24.0 9.0 53.0 37.0 78.0 21.0 26.0 54.0 75.0 74.0 10.0 27.0 22.0 14.0 3.0 17.0 26.0 4.09375 5.28515625 0.331
833000 17.0 48.0 41.0 22.0 27.0 5.0 56.0 55.0 98.0 28.0 29.0 61.0 107.0 82.0 7.0 39.0 26.0 19.0 1.0 15.0 31.0 3.1875 5.12890625 0.34
834000 17.0 43.0 38.0 27.0 24.0 8.0 56.0 48.0 88.0 26.0 27.0 61.0 98.0 77.0 10.0 35.0 26.0 16.0 1.0 17.0 29.0 4.375 6.22265625 0.356
835000 19.0 48.0 47.0 23.0 31.0 6.0 62.0 51.0 97.0 27.0 32.0 58.0 108.0 101.0 8.0 32.0 34.0 22.0 1.0 27.0 26.0 4.4375 5.09765625 0.348
836000 13.0 27.0 29.0 18.0 21.0 7.0 42.0 20.0 53.0 15.0 24.0 43.0 51.0 65.0 9.0 15.0 17.0 12.0 3.0 16.0 19.0 3.875 4.50390625 0.346
837000 12.0 31.0 27.0 11.0 18.0 2.0 39.0 32.0 58.0 15.0 19.0 41.0 65.0 51.0 2.0 24.0 15.0 11.0 0.0 5.0 10.0 2.59375 4.00390625 0.319
838000 14.0 32.0 27.0 14.0 19.0 4.0 27.0 26.0 48.0 23.0 23.0 51.0 61.0 47.0 14.0 27.0 21.0 14.0 2.0 8.0 19.0 3.625 5.46875 0.378
839000 24.0 64.0 66.0 55.0 38.0 15.0 100.0 71.0 154.0 49.0 39.0 81.0 138.0 143.0 44.0 50.0 52.0 32.0 9.0 54.0 67.0 5.375 6.62890625 0.372
840000 21.0 54.0 51.0 37.0 33.0 10.0 67.0 57.0 117.0 35.0 37.0 67.0 120.0 110.0 17.0 36.0 32.0 23.0 3.0 30.0 51.0 4.96875 6.19140625 0.345
841000 19.0 51.0 43.0 26.0 29.0 7.0 54.0 52.0 98.0 28.0 34.0 63.0 115.0 85.0 10.0 40.0 25.0 20.0 1.0 24.0 43.0 3.65625 5.94140625 0.338
842000 17.0 44.0 39.0 19.0 24.0 3.0 57.0 45.0 87.0 29.0 28.0 59.0 96.0 71.0 8.0 37.0 29.0 19.0 0.0 14.0 23.0 3.84375 5.97265625 0.342
843000 25.0 65.0 62.0 50.0 43.0 17.0 79.0 67.0 133.0 45.0 42.0 88.0 137.0 132.0 30.0 50.0 43.0 30.0 6.0 44.0 67.0 5.3125 6.91015625 0.354
844000 16.0 44.0 37.0 23.0 24.0 6.0 50.0 49.0 85.0 27.0 28.0 59.0 104.0 74.0 7.0 39.0 25.0 19.0 1.0 18.0 29.0 3.125 5.06640625 0.339
845000 9.0 23.0 24.0 14.0 15.0 4.0 39.0 21.0 53.0 12.0 15.0 31.0 52.0 53.0 6.0 12.0 14.0 8.0 1.0 9.0 18.0 1.8125 2.37890625 0.353
846000 20.0 51.0 48.0 26.0 29.0 6.0 69.0 50.0 105.0 34.0 32.0 69.0 112.0 90.0 17.0 38.0 37.0 23.0 2.0 25.0 33.0 4.28125 6.37890625 0.319
847000 13.0 35.0 36.0 23.0 20.0 5.0 59.0 38.0 84.0 27.0 18.0 48.0 76.0 80.0 16.0 29.0 29.0 15.0 2.0 17.0 29.0 2.84375 3.84765625 0.365
848000 13.0 33.0 33.0 16.0 18.0 3.0 50.0 29.0 69.0 20.0 22.0 47.0 73.0 62.0 5.0 23.0 25.0 11.0 0.0 14.0 22.0 2.5625 3.94140625 0.344
849000 17.0 41.0 41.0 28.0 25.0 7.0 61.0 41.0 89.0 31.0 27.0 64.0 87.0 82.0 21.0 33.0 32.0 18.0 3.0 22.0 34.0 4.46875 5.72265625 0.328
850000 23.0 55.0 55.0 38.0 37.0 12.0 72.0 56.0 115.0 42.0 38.0 78.0 114.0 114.0 19.0 46.0 42.0 28.0 3.0 36.0 48.0 6.25 7.22265625 0.328
851000 16.0 44.0 42.0 26.0 25.0 5.0 65.0 49.0 102.0 31.0 25.0 54.0 97.0 94.0 11.0 35.0 30.0 18.0 1.0 19.0 39.0 3.40625 4.91015625 0.349
852000 15.0 39.0 40.0 26.0 24.0 7.0 62.0 39.0 87.0 29.0 22.0 53.0 85.0 82.0 17.0 30.0 33.0 17.0 2.0 19.0 31.0 3.09375 4.28515625 0.293
853000 23.0 59.0 58.0 50.0 38.0 15.0 76.0 57.0 122.0 44.0 39.0 81.0 124.0 125.0 37.0 45.0 42.0 27.0 7.0 44.0 74.0 4.78125 6.28515625 0.386
854000 23.0 59.0 58.0 48.0 38.0 16.0 78.0 61.0 128.0 44.0 37.0 81.0 123.0 123.0 33.0 47.0 41.0 28.0 7.0 40.0 59.0 5.0625 6.37890625 0.378
855000 10.0 30.0 25.0 16.0 16.0 4.0 39.0 38.0 66.0 16.0 17.0 32.0 71.0 39.0 7.0 22.0 13.0 10.0 1.0 11.0 16.0 1.75 2.87890625 0.333
856000 13.0 28.0 27.0 15.0 19.0 5.0 38.0 22.0 46.0 15.0 23.0 43.0 48.0 52.0 6.0 21.0 17.0 11.0 1.0 9.0 14.0 3.75 4.75390625 0.345
857000 18.0 49.0 46.0 32.0 30.0 9.0 65.0 53.0 104.0 36.0 30.0 63.0 104.0 88.0 24.0 41.0 35.0 22.0 4.0 24.0 38.0 3.5 5.09765625 0.331
858000 18.0 47.0 39.0 26.0 26.0 7.0 54.0 53.0 94.0 27.0 29.0 60.0 108.0 80.0 10.0 38.0 23.0 20.0 2.0 20.0 38.0 4.3125 6.53515625 0.356
859000 20.0 49.0 50.0 36.0 33.0 11.0 67.0 45.0 99.0 36.0 33.0 70.0 102.0 112.0 27.0 37.0 38.0 23.0 5.0 31.0 51.0 4.46875 5.59765625 0.358
860000 14.0 37.0 35.0 16.0 23.0 3.0 52.0 37.0 75.0 27.0 22.0 49.0 74.0 58.0 6.0 31.0 26.0 17.0 0.0 11.0 16.0 2.71875 4.16015625 0.322
861000 20.0 53.0 52.0 34.0 33.0 10.0 74.0 52.0 113.0 37.0 33.0 69.0 115.0 116.0 17.0 41.0 40.0 25.0 3.0 29.0 51.0 3.84375 5.50390625 0.382
862000 17.0 41.0 35.0 15.0 23.0 3.0 45.0 40.0 73.0 21.0 29.0 58.0 93.0 66.0 4.0 32.0 22.0 17.0 0.0 14.0 16.0 4.34375 6.25390625 0.347
863000 14.0 37.0 28.0 14.0 19.0 3.0 39.0 39.0 63.0 17.0 22.0 44.0 89.0 62.0 4.0 30.0 15.0 13.0 0.0 10.0 23.0 3.09375 5.50390625 0.375
864000 12.0 22.0 21.0 10.0 15.0 4.0 33.0 15.0 35.0 9.0 21.0 41.0 42.0 41.0 2.0 14.0 11.0 6.0 0.0 5.0 9.0 4.25 5.62890625 0.314
865000 16.0 34.0 34.0 14.0 23.0 5.0 48.0 26.0 61.0 15.0 27.0 51.0 67.0 60.0 0.0 19.0 21.0 10.0 0.0 7.0 12.0 4.4375 5.78515625 0.336
866000 22.0 54.0 51.0 32.0 34.0 9.0 67.0 50.0 103.0 35.0 35.0 71.0 112.0 97.0 18.0 38.0 36.0 21.0 2.0 25.0 41.0 4.96875 6.91015625 0.374
867000 13.0 32.0 30.0 12.0 21.0 4.0 47.0 30.0 61.0 20.0 20.0 43.0 59.0 50.0 4.0 25.0 20.0 11.0 0.0 8.0 12.0 2.90625 4.53515625 0.313
868000 16.0 44.0 33.0 14.0 26.0 5.0 44.0 50.0 76.0 25.0 29.0 54.0 90.0 57.0 2.0 39.0 20.0 19.0 0.0 7.0 17.0 3.25 5.81640625 0.335
869000 18.0 43.0 42.0 22.0 28.0 7.0 62.0 49.0 91.0 28.0 30.0 56.0 91.0 80.0 6.0 36.0 35.0 23.0 1.0 20.0 18.0 5.4375 6.41015625 0.388
870000 16.0 39.0 37.0 27.0 21.0 8.0 46.0 49.0 86.0 23.0 26.0 50.0 89.0 83.0 21.0 31.0 29.0 20.0 6.0 28.0 28.0 5.125 5.40625 0.378
871000 29.0 72.0 73.0 62.0 45.0 18.0 101.0 73.0 157.0 50.0 49.0 92.0 153.0 149.0 44.0 51.0 53.0 33.0 9.0 60.0 74.0 6.875 8.37890625 0.371
872000 18.0 50.0 43.0 25.0 28.0 6.0 62.0 59.0 108.0 32.0 30.0 64.0 112.0 79.0 9.0 42.0 28.0 20.0 1.0 19.0 34.0 3.9375 5.97265625 0.347
873000 20.0 54.0 51.0 32.0 33.0 9.0 72.0 56.0 117.0 38.0 33.0 72.0 112.0 97.0 17.0 43.0 38.0 24.0 2.0 28.0 42.0 4.03125 5.91015625 0.322
874000 20.0 48.0 49.0 32.0 31.0 8.0 68.0 42.0 101.0 37.0 32.0 70.0 93.0 97.0 19.0 36.0 38.0 22.0 2.0 26.0 51.0 4.75 6.16015625 0.314
875000 17.0 48.0 41.0 28.0 27.0 7.0 55.0 55.0 98.0 29.0 29.0 54.0 111.0 81.0 13.0 38.0 23.0 17.0 2.0 20.0 40.0 3.1875 5.06640625 0.309
876000 18.0 41.0 36.0 24.0 27.0 8.0 45.0 44.0 78.0 24.0 31.0 53.0 87.0 62.0 16.0 30.0 21.0 18.0 4.0 15.0 28.0 5.625 6.75390625 0.323
877000 14.0 39.0 32.0 20.0 22.0 6.0 45.0 46.0 78.0 23.0 22.0 45.0 89.0 67.0 10.0 34.0 18.0 15.0 2.0 14.0 25.0 3.0 4.75390625 0.324
878000 18.0 53.0 50.0 34.0 31.0 9.0 75.0 61.0 123.0 41.0 28.0 65.0 115.0 98.0 27.0 47.0 39.0 28.0 5.0 28.0 41.0 2.9375 4.62890625 0.344
879000 19.0 50.0 50.0 32.0 31.0 9.0 72.0 48.0 112.0 32.0 33.0 62.0 103.0 103.0 7.0 32.0 33.0 18.0 0.0 25.0 41.0 3.6875 5.22265625 0.361
880000 16.0 41.0 38.0 15.0 25.0 3.0 53.0 41.0 81.0 27.0 26.0 56.0 88.0 70.0 3.0 34.0 29.0 19.0 0.0 10.0 17.0 3.46875 5.00390625 0.343
881000 15.0 40.0 37.0 21.0 23.0 5.0 56.0 41.0 82.0 28.0 25.0 55.0 89.0 80.0 13.0 34.0 30.0 19.0 2.0 14.0 26.0 2.96875 4.72265625 0.337
882000 17.0 42.0 39.0 16.0 25.0 4.0 51.0 44.0 83.0 29.0 28.0 56.0 87.0 75.0 3.0 37.0 32.0 21.0 0.0 8.0 18.0 4.53125 5.44140625 0.354
883000 11.0 22.0 23.0 16.0 17.0 6.0 36.0 16.0 42.0 14.0 19.0 37.0 42.0 46.0 12.0 15.0 14.0 11.0 3.0 10.0 16.0 3.5 4.25390625 0.326
884000 16.0 42.0 44.0 28.0 26.0 7.0 66.0 43.0 97.0 33.0 24.0 56.0 90.0 96.0 16.0 34.0 35.0 20.0 2.0 26.0 35.0 3.46875 4.34765625 0.313
885000 16.0 38.0 37.0 20.0 22.0 5.0 58.0 35.0 82.0 23.0 26.0 58.0 77.0 73.0 6.0 26.0 27.0 14.0 0.0 11.0 20.0 4.125 5.91015625 0.338
886000 20.0 53.0 43.0 31.0 29.0 9.0 53.0 58.0 99.0 28.0 37.0 68.0 122.0 81.0 9.0 42.0 24.0 20.0 1.0 28.0 40.0 4.3125 6.69140625 0.316
887000 15.0 42.0 40.0 20.0 23.0 4.0 60.0 48.0 88.0 25.0 25.0 49.0 96.0 87.0 7.0 35.0 31.0 17.0 1.0 18.0 25.0 2.875 4.09765625 0.319
888000 17.0 43.0 42.0 24.0 27.0 6.0 59.0 41.0 87.0 30.0 28.0 62.0 87.0 82.0 12.0 35.0 31.0 20.0 2.0 17.0 27.0 3.59375 4.97265625 0.328
889000 16.0 36.0 34.0 12.0 22.0 3.0 47.0 33.0 66.0 21.0 26.0 53.0 76.0 73.0 1.0 26.0 21.0 13.0 0.0 11.0 17.0 4.53125 5.94140625 0.351
890000 6.0 11.0 10.0 0.0 6.0 0.0 5.0 8.0 11.0 3.0 9.0 18.0 27.0 16.0 0.0 4.0 4.0 1.0 0.0 0.0 2.0 2.25 2.125 0.368
891000 11.0 30.0 31.0 14.0 18.0 3.0 52.0 28.0 70.0 18.0 17.0 37.0 62.0 66.0 3.0 21.0 24.0 11.0 0.0 9.0 21.0 1.8125 3.03515625 0.299
892000 19.0 50.0 47.0 33.0 31.0 10.0 64.0 52.0 102.0 32.0 32.0 63.0 107.0 96.0 11.0 38.0 32.0 20.0 1.0 26.0 42.0 3.875 5.47265625 0.304
893000 20.0 50.0 45.0 33.0 30.0 10.0 60.0 52.0 97.0 29.0 34.0 70.0 106.0 81.0 11.0 38.0 28.0 17.0 1.0 21.0 35.0 4.75 6.59765625 0.319
894000 19.0 49.0 45.0 28.0 29.0 8.0 63.0 50.0 98.0 31.0 31.0 65.0 101.0 90.0 15.0 37.0 32.0 19.0 2.0 17.0 34.0 4.15625 6.03515625 0.351
895000 9.0 23.0 22.0 10.0 14.0 3.0 37.0 19.0 45.0 12.0 16.0 34.0 46.0 52.0 3.0 19.0 15.0 9.0 0.0 10.0 17.0 1.625 3.00390625 0.344
896000 16.0 40.0 35.0 20.0 23.0 5.0 50.0 39.0 74.0 23.0 26.0 53.0 89.0 69.0 6.0 29.0 21.0 14.0 0.0 11.0 25.0 3.59375 5.66015625 0.333
897000 22.0 49.0 48.0 33.0 30.0 8.0 66.0 48.0 102.0 34.0 36.0 71.0 100.0 94.0 18.0 36.0 33.0 19.0 2.0 23.0 40.0 6.78125 8.16015625 0.376
898000 17.0 44.0 35.0 23.0 25.0 7.0 47.0 47.0 80.0 22.0 29.0 58.0 101.0 78.0 13.0 34.0 20.0 17.0 3.0 18.0 36.0 4.03125 6.44140625 0.353
899000 23.0 59.0 53.0 41.0 36.0 12.0 70.0 63.0 120.0 38.0 38.0 72.0 127.0 110.0 22.0 45.0 34.0 23.0 4.0 31.0 61.0 5.4375 7.53515625 0.354
900000 8.0 18.0 18.0 6.0 13.0 2.0 21.0 15.0 34.0 13.0 12.0 31.0 30.0 37.0 2.0 12.0 12.0 6.0 0.0 3.0 7.0 2.0625 2.71875 0.351
901000 30.0 79.0 79.0 70.0 48.0 20.0 112.0 85.0 181.0 57.0 50.0 93.0 176.0 168.0 51.0 58.0 59.0 38.0 11.0 73.0 93.0 6.6875 8.44140625 0.352
902000 22.0 61.0 61.0 45.0 35.0 11.0 91.0 68.0 143.0 45.0 38.0 75.0 136.0 132.0 30.0 48.0 50.0 32.0 7.0 47.0 58.0 4.25 5.72265625 0.342
903000 20.0 48.0 38.0 23.0 26.0 7.0 46.0 51.0 83.0 19.0 35.0 64.0 116.0 75.0 7.0 35.0 18.0 14.0 1.0 19.0 31.0 5.5 7.87890625 0.374
904000 18.0 45.0 42.0 22.0 28.0 6.0 57.0 44.0 88.0 24.0 31.0 62.0 98.0 89.0 5.0 32.0 27.0 17.0 1.0 18.0 31.0 4.09375 5.66015625 0.382
905000 17.0 45.0 40.0 27.0 27.0 8.0 57.0 51.0 95.0 27.0 28.0 61.0 94.0 79.0 10.0 37.0 26.0 18.0 2.0 17.0 32.0 4.0 5.66015625 0.321
906000 22.0 52.0 52.0 27.0 34.0 7.0 70.0 48.0 104.0 36.0 36.0 75.0 111.0 105.0 16.0 38.0 39.0 25.0 2.0 24.0 38.0 5.59375 7.03515625 0.315
907000 21.0 44.0 49.0 23.0 29.0 5.0 73.0 37.0 101.0 36.0 35.0 71.0 88.0 90.0 18.0 31.0 42.0 22.0 2.0 20.0 27.0 6.625 7.56640625 0.381
908000 16.0 42.0 37.0 21.0 23.0 5.0 51.0 45.0 86.0 23.0 29.0 55.0 100.0 80.0 7.0 32.0 22.0 17.0 1.0 22.0 28.0 3.53125 5.19140625 0.367
909000 18.0 45.0 46.0 29.0 32.0 10.0 66.0 38.0 90.0 35.0 29.0 61.0 85.0 91.0 24.0 36.0 38.0 24.0 5.0 23.0 41.0 3.5625 5.16015625 0.348
910000 15.0 40.0 34.0 21.0 22.0 6.0 49.0 46.0 79.0 22.0 24.0 51.0 96.0 68.0 7.0 32.0 20.0 13.0 1.0 15.0 27.0 3.5 5.31640625 0.333
911000 20.0 49.0 49.0 37.0 30.0 10.0 69.0 49.0 106.0 35.0 32.0 69.0 102.0 106.0 18.0 36.0 35.0 20.0 2.0 30.0 50.0 5.03125 6.28515625 0.327
912000 18.0 45.0 39.0 23.0 28.0 7.0 54.0 49.0 88.0 28.0 31.0 63.0 93.0 65.0 10.0 37.0 25.0 19.0 2.0 15.0 26.0 4.625 6.53515625 0.344
913000 17.0 45.0 43.0 34.0 27.0 10.0 62.0 49.0 97.0 31.0 27.0 62.0 98.0 86.0 21.0 36.0 30.0 17.0 3.0 26.0 40.0 3.625 4.97265625 0.371
914000 15.0 41.0 36.0 19.0 22.0 5.0 56.0 50.0 92.0 24.0 23.0 52.0 95.0 70.0 8.0 34.0 22.0 16.0 2.0 17.0 23.0 3.5625 5.22265625 0.308
915000 15.0 38.0 36.0 22.0 25.0 7.0 52.0 37.0 74.0 27.0 25.0 54.0 77.0 68.0 11.0 32.0 27.0 18.0 2.0 15.0 25.0 3.21875 4.66015625 0.342
916000 12.0 31.0 27.0 15.0 17.0 3.0 40.0 32.0 59.0 17.0 19.0 43.0 68.0 53.0 4.0 24.0 16.0 10.0 0.0 8.0 17.0 2.59375 4.12890625 0.319
917000 14.0 28.0 30.0 19.0 21.0 7.0 45.0 20.0 51.0 20.0 25.0 54.0 51.0 62.0 12.0 22.0 22.0 14.0 3.0 13.0 19.0 4.375 5.44140625 0.31
918000 16.0 38.0 41.0 25.0 26.0 8.0 61.0 38.0 91.0 28.0 27.0 60.0 81.0 83.0 14.0 26.0 30.0 17.0 3.0 22.0 26.0 4.34375 4.72265625 0.344
919000 22.0 51.0 49.0 36.0 34.0 12.0 63.0 50.0 98.0 36.0 35.0 76.0 101.0 90.0 20.0 41.0 37.0 23.0 3.0 24.0 36.0 6.0 7.34765625 0.388
920000 15.0 38.0 37.0 17.0 22.0 3.0 53.0 40.0 80.0 22.0 23.0 48.0 77.0 75.0 2.0 29.0 25.0 14.0 0.0 10.0 18.0 3.71875 4.41015625 0.369
921000 20.0 48.0 48.0 33.0 31.0 10.0 66.0 46.0 98.0 32.0 31.0 69.0 97.0 102.0 19.0 35.0 35.0 20.0 3.0 26.0 42.0 5.09375 6.34765625 0.365
922000 13.0 26.0 24.0 12.0 16.0 4.0 35.0 20.0 44.0 10.0 21.0 42.0 51.0 41.0 2.0 16.0 14.0 7.0 0.0 4.0 7.0 4.1875 5.62890625 0.321
923000 17.0 46.0 42.0 24.0 28.0 7.0 56.0 50.0 92.0 29.0 28.0 57.0 101.0 87.0 8.0 38.0 28.0 18.0 1.0 19.0 31.0 3.375 4.81640625 0.328
924000 18.0 45.0 42.0 24.0 27.0 6.0 61.0 48.0 97.0 29.0 30.0 66.0 93.0 84.0 7.0 35.0 30.0 20.0 1.0 14.0 27.0 4.65625 6.22265625 0.323
925000 16.0 43.0 41.0 26.0 25.0 6.0 60.0 43.0 89.0 29.0 24.0 53.0 92.0 83.0 18.0 33.0 30.0 16.0 2.0 19.0 35.0 2.96875 4.59765625 0.324
926000 17.0 42.0 39.0 21.0 28.0 7.0 49.0 42.0 82.0 24.0 30.0 60.0 90.0 89.0 7.0 29.0 27.0 21.0 2.0 16.0 24.0 4.03125 4.94140625 0.329
927000 16.0 38.0 36.0 15.0 23.0 3.0 52.0 37.0 76.0 22.0 26.0 55.0 82.0 73.0 3.0 28.0 26.0 15.0 0.0 13.0 20.0 4.21875 5.66015625 0.369
928000 22.0 59.0 60.0 43.0 37.0 13.0 92.0 68.0 141.0 43.0 36.0 70.0 130.0 142.0 29.0 48.0 49.0 32.0 6.0 43.0 60.0 5.25 6.47265625 0.32
929000 19.0 50.0 44.0 24.0 29.0 5.0 58.0 56.0 102.0 32.0 31.0 61.0 109.0 91.0 7.0 42.0 29.0 21.0 1.0 21.0 39.0 4.4375 6.12890625 0.347
930000 12.0 29.0 21.0 10.0 17.0 3.0 13.0 35.0 47.0 14.0 19.0 39.0 70.0 40.0 4.0 21.0 7.0 9.0 1.0 6.0 14.0 3.625 4.375 0.325
931000 21.0 57.0 54.0 39.0 36.0 12.0 75.0 64.0 127.0 39.0 34.0 70.0 120.0 113.0 18.0 45.0 38.0 26.0 4.0 33.0 56.0 4.5625 6.03515625 0.337
932000 14.0 36.0 31.0 15.0 21.0 5.0 43.0 37.0 66.0 20.0 24.0 51.0 83.0 80.0 6.0 31.0 24.0 17.0 2.0 13.0 26.0 3.09375 4.75390625 0.339
933000 20.0 55.0 49.0 30.0 31.0 7.0 70.0 63.0 119.0 35.0 34.0 71.0 124.0 91.0 11.0 44.0 33.0 22.0 1.0 29.0 40.0 4.3125 6.41015625 0.35
934000 18.0 42.0 38.0 26.0 28.0 9.0 49.0 40.0 76.0 26.0 30.0 61.0 82.0 67.0 14.0 35.0 26.0 22.0 4.0 14.0 21.0 4.84375 6.44140625 0.344
935000 15.0 35.0 29.0 17.0 22.0 6.0 39.0 33.0 56.0 19.0 25.0 52.0 67.0 54.0 6.0 29.0 16.0 14.0 1.0 9.0 16.0 4.03125 6.00390625 0.313
936000 16.0 42.0 41.0 28.0 25.0 7.0 60.0 41.0 88.0 30.0 25.0 57.0 88.0 83.0 18.0 32.0 31.0 17.0 2.0 20.0 35.0 3.09375 4.59765625 0.329
937000 11.0 26.0 25.0 8.0 17.0 2.0 39.0 21.0 47.0 18.0 19.0 40.0 53.0 52.0 4.0 23.0 17.0 13.0 1.0 5.0 9.0 2.5 3.87890625 0.323
938000 14.0 38.0 33.0 15.0 20.0 3.0 52.0 46.0 83.0 23.0 22.0 49.0 85.0 61.0 6.0 33.0 25.0 14.0 1.0 12.0 20.0 3.375 5.03515625 0.347
939000 14.0 36.0 35.0 18.0 23.0 5.0 52.0 36.0 76.0 25.0 25.0 54.0 71.0 71.0 7.0 31.0 29.0 19.0 2.0 11.0 17.0 2.96875 4.16015625 0.358
940000 16.0 39.0 37.0 20.0 24.0 6.0 54.0 39.0 80.0 25.0 28.0 58.0 87.0 78.0 13.0 31.0 28.0 20.0 3.0 18.0 28.0 4.09375 5.53515625 0.374
941000 28.0 70.0 66.0 52.0 44.0 16.0 85.0 71.0 145.0 51.0 46.0 86.0 143.0 119.0 33.0 55.0 48.0 34.0 6.0 45.0 57.0 6.625 8.69140625 0.33
942000 12.0 27.0 24.0 10.0 17.0 3.0 36.0 21.0 44.0 15.0 19.0 42.0 55.0 51.0 3.0 22.0 14.0 12.0 0.0 8.0 14.0 3.125 4.87890625 0.334
943000 12.0 25.0 24.0 12.0 18.0 4.0 37.0 19.0 43.0 16.0 21.0 43.0 41.0 38.0 6.0 22.0 17.0 13.0 1.0 8.0 10.0 3.625 5.00390625 0.356
944000 19.0 49.0 45.0 31.0 30.0 10.0 61.0 52.0 98.0 31.0 32.0 68.0 102.0 84.0 8.0 40.0 32.0 20.0 1.0 22.0 31.0 4.25 5.84765625 0.365
945000 12.0 29.0 26.0 12.0 18.0 4.0 39.0 24.0 51.0 13.0 22.0 43.0 58.0 55.0 6.0 22.0 16.0 10.0 1.0 10.0 18.0 2.625 4.37890625 0.307
946000 24.0 59.0 58.0 45.0 37.0 14.0 78.0 60.0 127.0 39.0 40.0 81.0 128.0 112.0 24.0 42.0 38.0 24.0 4.0 42.0 50.0 5.8125 7.25390625 0.344
947000 15.0 41.0 39.0 21.0 24.0 6.0 59.0 45.0 88.0 31.0 24.0 54.0 87.0 75.0 15.0 36.0 27.0 16.0 2.0 18.0 26.0 2.9375 4.34765625 0.353
948000 24.0 63.0 62.0 49.0 39.0 15.0 90.0 69.0 140.0 46.0 39.0 77.0 140.0 136.0 32.0 51.0 48.0 34.0 8.0 48.0 61.0 5.5 7.09765625 0.349
949000 13.0 32.0 29.0 8.0 18.0 1.0 46.0 27.0 60.0 17.0 23.0 48.0 65.0 50.0 3.0 24.0 18.0 11.0 0.0 8.0 12.0 2.75 4.78515625 0.373
950000 17.0 40.0 39.0 19.0 25.0 4.0 55.0 37.0 78.0 27.0 28.0 60.0 80.0 67.0 7.0 31.0 30.0 17.0 0.0 13.0 18.0 4.21875 5.59765625 0.332
951000 23.0 58.0 54.0 43.0 37.0 14.0 71.0 61.0 118.0 38.0 39.0 82.0 122.0 109.0 24.0 44.0 36.0 24.0 4.0 30.0 53.0 5.4375 7.16015625 0.322
952000 16.0 34.0 29.0 16.0 20.0 4.0 26.0 32.0 54.0 22.0 27.0 59.0 74.0 55.0 5.0 28.0 21.0 15.0 0.0 9.0 17.0 5.09375 6.34375 0.321
953000 17.0 42.0 39.0 23.0 26.0 6.0 51.0 40.0 79.0 28.0 29.0 62.0 89.0 79.0 13.0 35.0 29.0 20.0 3.0 17.0 30.0 3.84375 5.31640625 0.321
